Simulation Time,Total Vehicles,Passenger,Trucks,Buses,Motorcycles,Bicycles,Emergencies,Trailers,Deliveries,Total Fuel Consumption (ml),Total CO2 Emission (mg),Total CO Emission (mg),Total HC Emission (mg),Total NOx Emission (mg),Total PMx Emission (mg),Total Trip Time (s),Total Delay (s)
6900.0,202,200,1,0,0,0,0,0,1,27253424.36808917,85481434.60155785,1962923.6946720919,11010.930874054637,55689.71666411206,2114.5755846034053,317709.0,2369006.1531461854
6960.0,195,192,1,0,0,0,0,0,2,27420355.51658688,86004824.84324546,1974626.2209255605,11096.621513115675,55894.2795902276,2126.2662288486154,320496.0,2385908.275694727
7020.0,200,197,1,0,0,0,0,0,2,27622763.78465177,86639793.62846616,1988354.9969822369,11195.574264649205,56317.898433047856,2143.682760190664,323213.0,2404159.774591834
7080.0,199,195,1,0,0,0,0,1,2,27829594.473162815,87288825.74132943,2003408.8272536306,11281.880997767737,56874.66927820392,2162.57230170387,325903.0,2422926.4900933173
7140.0,194,190,1,0,0,0,0,1,2,28051830.425072566,87986362.94735254,2020730.118688537,11395.046166323189,57600.863384477554,2187.3889016245053,328778.0,2441513.431584203
7200.0,203,199,1,0,0,0,0,1,2,28270512.079940733,88672566.02782276,2035641.500337712,11503.370791317404,58188.51086644548,2209.261881810148,331620.0,2461693.041496887
7260.0,200,196,1,0,0,0,0,1,2,28483625.253252387,89341431.7689357,2051245.8280246437,11611.150949926918,58834.529389644114,2232.315649343411,334417.0,2482393.8741761246
7320.0,190,186,1,0,0,0,0,1,2,28659198.01088824,89892363.31036979,2062723.9608431847,11690.041114737161,59317.89875856363,2248.3781363480543,337185.0,2502395.308921978
7380.0,182,178,1,0,0,0,0,1,2,28846146.14253037,90478979.05305924,2076469.937846847,11797.994747977928,59825.7184991554,2268.9771417814295,340097.0,2521842.4865922593
7440.0,181,178,1,0,0,0,0,1,1,29048847.46827332,91114933.3536898,2090305.6453844202,11882.43743445564,60307.10979506159,2286.5715124514945,342755.0,2541101.0055126273
7500.0,187,185,1,0,0,0,0,1,0,29229634.790697236,91682526.6645405,2103476.5420546895,11953.822914035298,60985.49609000537,2305.2620388999962,345149.0,2561014.3927843454
7560.0,182,180,1,0,0,0,0,1,0,29412976.399409257,92257581.66491209,2118740.6208127546,12036.247784225467,61405.84540935107,2321.30808800002,347428.0,2581509.261035396
7620.0,175,172,1,0,0,0,0,2,0,29582170.79060706,92788200.05774711,2132613.1880528512,12111.40456082946,61716.12425766838,2334.304249789367,349721.0,2601613.007632956
7680.0,176,173,1,0,0,0,0,2,0,29724981.733748965,93236563.07698399,2141493.9685617466,12160.638019590991,62268.922039489444,2349.157853922507,351871.0,2621477.4921273203
7740.0,172,169,1,0,0,0,0,2,0,29924238.308934376,93862208.41102836,2155166.623686932,12235.650173991095,63078.40447893906,2372.114662534289,354007.0,2641172.243354174
7800.0,160,157,1,0,0,0,0,1,1,30103223.859757263,94424243.33814137,2168977.484604036,12319.029338134855,63775.712216128035,2392.902335542137,355996.0,2659606.894875032
7860.0,159,156,1,0,0,0,0,1,1,30288931.9929478,95007553.592864,2181894.2181585827,12395.52975308335,64595.84272848703,2414.7966866070387,358143.0,2677383.664056851
