Loading configuration ... done.
***Starting server on port 49395 ***
Loading net-file from '/usr/app/simulation/Ingolstadt_SUMO_365/ingolstadt_net.net.xml' ... done (3998ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/TL/2023-06-20_tlLogics_24h.tll.xml' ... done (70ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/TL/2023-06-20_WAUT.xml' ... done (5ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/PT/pt_stops.add.xml' ... done (20ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/PT/2023-06-20_gtfs_trips.rou.xml' ... 
done (574ms).
Loading done.
Simulation version 1.18.0 started with time: 0.00.
Step #15300.00 (38ms ~= 26.32*RT, ~5657.89UPS, TraCI: 78ms, vehicles TOT 5346 ACT 215 BUF 
Step #15400.00 (12ms ~= 83.33*RT, ~18500.00UPS, TraCI: 0ms, vehicles TOT 5385 ACT 222 BUF 
Step #15500.00 (16ms ~= 62.50*RT, ~14375.00UPS, TraCI: 0ms, vehicles TOT 5429 ACT 230 BUF 
Step #15600.00 (39ms ~= 25.64*RT, ~6333.33UPS, TraCI: 85ms, vehicles TOT 5496 ACT 247 BUF 
Step #15700.00 (11ms ~= 90.91*RT, ~22454.55UPS, TraCI: 1ms, vehicles TOT 5531 ACT 247 BUF 
Step #15800.00 (14ms ~= 71.43*RT, ~17571.43UPS, TraCI: 0ms, vehicles TOT 5573 ACT 246 BUF 
Step #15900.00 (9ms ~= 111.11*RT, ~28222.22UPS, TraCI: 85ms, vehicles TOT 5623 ACT 254 BUF
Step #16000.00 (13ms ~= 76.92*RT, ~20615.38UPS, TraCI: 0ms, vehicles TOT 5670 ACT 268 BUF 
Step #16100.00 (33ms ~= 30.30*RT, ~8242.42UPS, TraCI: 0ms, vehicles TOT 5722 ACT 272 BUF 0
Step #16200.00 (15ms ~= 66.67*RT, ~17266.67UPS, TraCI: 88ms, vehicles TOT 5757 ACT 259 BUF
