Loading configuration ... done.
***Starting server on port 55931 ***
Loading net-file from '/usr/app/simulation/Ingolstadt_SUMO_365/ingolstadt_net.net.xml' ... done (3903ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/TL/2023-06-19_tlLogics_24h.tll.xml' ... done (67ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/TL/2023-06-19_WAUT.xml' ... done (5ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/PT/pt_stops.add.xml' ... done (19ms).
Loading additional-files from '/usr/app/simulation/Ingolstadt_SUMO_365/PT/2023-06-19_gtfs_trips.rou.xml' ... 
done (558ms).
Loading done.
Simulation version 1.18.0 started with time: 0.00.
Step #13200.00 (6ms ~= 166.67*RT, ~22166.67UPS, TraCI: 46ms, vehicles TOT 4977 ACT 133 BUF
Step #13300.00 (5ms ~= 200.00*RT, ~26200.00UPS, TraCI: 0ms, vehicles TOT 4997 ACT 131 BUF 
Step #13400.00 (5ms ~= 200.00*RT, ~27200.00UPS, TraCI: 0ms, vehicles TOT 5028 ACT 136 BUF 
Step #13500.00 (6ms ~= 166.67*RT, ~24000.00UPS, TraCI: 54ms, vehicles TOT 5061 ACT 144 BUF
Step #13600.00 (6ms ~= 166.67*RT, ~24500.00UPS, TraCI: 0ms, vehicles TOT 5085 ACT 147 BUF 
Step #13700.00 (6ms ~= 166.67*RT, ~24500.00UPS, TraCI: 0ms, vehicles TOT 5112 ACT 147 BUF 
Step #13800.00 (6ms ~= 166.67*RT, ~23500.00UPS, TraCI: 51ms, vehicles TOT 5136 ACT 141 BUF
Step #13900.00 (6ms ~= 166.67*RT, ~24666.67UPS, TraCI: 1ms, vehicles TOT 5167 ACT 148 BUF 
Step #14000.00 (6ms ~= 166.67*RT, ~22500.00UPS, TraCI: 0ms, vehicles TOT 5183 ACT 135 BUF 
Step #14100.00 (6ms ~= 166.67*RT, ~23833.33UPS, TraCI: 55ms, vehicles TOT 5213 ACT 143 BUF
Step #14200.00 (5ms ~= 200.00*RT, ~28400.00UPS, TraCI: 1ms, vehicles TOT 5236 ACT 142 BUF 
Step #14300.00 (6ms ~= 166.67*RT, ~24000.00UPS, TraCI: 1ms, vehicles TOT 5264 ACT 144 BUF 
Step #14400.00 (37ms ~= 27.03*RT, ~3891.89UPS, TraCI: 53ms, vehicles TOT 5286 ACT 144 BUF 
Step #14500.00 (6ms ~= 166.67*RT, ~26833.33UPS, TraCI: 0ms, vehicles TOT 5327 ACT 161 BUF 
Step #14600.00 (7ms ~= 142.86*RT, ~26285.71UPS, TraCI: 0ms, vehicles TOT 5373 ACT 184 BUF 
Step #14700.00 (7ms ~= 142.86*RT, ~30571.43UPS, TraCI: 75ms, vehicles TOT 5423 ACT 214 BUF
Step #14800.00 (21ms ~= 47.62*RT, ~10285.71UPS, TraCI: 0ms, vehicles TOT 5455 ACT 216 BUF 
Step #14900.00 (6ms ~= 166.67*RT, ~37000.00UPS, TraCI: 1ms, vehicles TOT 5490 ACT 222 BUF 
Step #15000.00 (31ms ~= 32.26*RT, ~7483.87UPS, TraCI: 79ms, vehicles TOT 5538 ACT 232 BUF 
Step #15100.00 (10ms ~= 100.00*RT, ~25400.00UPS, TraCI: 0ms, vehicles TOT 5594 ACT 254 BUF
Step #15200.00 (7ms ~= 142.86*RT, ~37714.29UPS, TraCI: 1ms, vehicles TOT 5637 ACT 264 BUF 
Step #15300.00 (25ms ~= 40.00*RT, ~10040.00UPS, TraCI: 92ms, vehicles TOT 5662 ACT 251 BUF
Step #15400.00 (8ms ~= 125.00*RT, ~31500.00UPS, TraCI: 0ms, vehicles TOT 5700 ACT 252 BUF 
Step #15500.00 (8ms ~= 125.00*RT, ~34250.00UPS, TraCI: 0ms, vehicles TOT 5756 ACT 274 BUF 
Step #15600.00 (9ms ~= 111.11*RT, ~33222.22UPS, TraCI: 107ms, vehicles TOT 5831 ACT 299 BU
